domainID,review
app_110,स्लोफो का ज्यादातर फीचर गेमिंग पर आधारित है।
hea_5,वोकल ड्रिवेन म्यूजिक के लिए अनुकूल नहीं है ।
mov_860,एक अनुशासित और कठोर माहौल के परिवार में चुलबुली लड़की आती है और वह अपने उन्मुक्त नैसर्गिक गुणों से व्यवस्था बदल देती है।
cam_60,सैमसंग एनएक्‍स 300 मिररलेस इंटरचेंजेबल लेंस  है।
lap_364,इस कंप्यूटर में पावर सोर्स लगाकर डिस्प्ले के लिए विडियो केबल लगाय जा सकता है।
tab_1250,इस टैबलेट में कुछ एप्लीकेशन के साथ वीडियो देखने और गेम्स खेलने की सुविधा है।
tra_404,जो विभिन्न भगवानों को समर्पित हैं।
tra_1,यह नेशनल पार्क एक सींग वाले गैंडे (राइनोसेरोस) के लिए दुनियाभर में जाना जाता है।
tab_389,इस टेबलेट में सामने की तरफ नीचे दो स्पीकर्स हैं।
mob_191,"यहां ऑन-स्क्रीन एक बटन एक्स है, जो आपको एप्स को किल करने और रैम को फ्री करने की सहूलियत देता है।"
app_144,"हालांकि सूचना के मामले में, कुछ भी बदला नहीं गया है और यह जीपीएस के द्वारा ट्रेक लोकेशन नहीं है लेकिन यह रेलवे स्टेशन से प्राप्त जानकारी पर आधारित है जिसको ट्रेन ने हाल ही में क्रास किया हो।"
tab_13,इसमें एफएम में चल रहे पसंदीदा गानों को रिकार्ड भी कर सकते हैं और इसमें लगा स्कैनर सभी उपलब्ध एफ एम चैनलों की खुद ब खुद स्कैनिंग करता है।
tab_745,"टैबलेट में 8 जीबी की आंतरिक मेमोरी है , आगे आप माइक्रो एसडी कार्ड जोड़ते हुए इसे 32 जीबी तक बढ़ा सकते हैं, जिसमें आप अपनी फाइलें, मूवी, म्युजिक, पिक्चर आदि को स्टोर कर सकते हैं।"
hom_58,वहीं वॉशिंग मशीन को टेक्सट मैसेज के लिए कपड़े धोने के लिए बोलते ही वह अपना काम शुरू कर देती है।
tab_1124,"अगर आप वाई-फाई और/या 3जी नेटवर्क डॉन्गल लगाए रखेंगे, तो यह आसानी से पांच से छह घंटे चल जाएगी।"
sma_136,हालांकि इसमें ज्‍यादा सेंसर नहीं लगे हैं।
hom_83,फीचर्स : वोल्टाज कंपनी का ये विंडो मॉडल है।
mov_581,अक्षय कुमार फिल्म की लीड भूमिका में जंचे हैं।
tab_1131,"मूलतः 7 इंच का टैबलेट एल्युमिनियम के खूबसुरत कवर तथा सामने के काले रंग के साथ लांच किया गया था, हालांकि हुवैई ने अन्य रंगों के विकल्प की घोषणा की है  जिसमें शामिल है  हल्का काला, क्लासिक ब्राउन एवं चटक गुलाबी।"
sma_78,पॉवर के लिहाज से भविष्य का स्मार्ट वॉच है।
mov_249,फिल्म में कई पहलूओं को उठाने की बात हुई मगर बाद में उसे छोड़ दिया गया।
mov_201,"सिया की भूमिका में अमायरा दस्तूर कमजोर हैं,जबकि उन्हें कुछ अच्छे दृश्य मिले हैं।"
tab_341,"बहुत सारे शैक्षिक किताबें, एप्स और सामग्री के साथ एपल स्कूलों तक अपनी पहुंच बना रहा है , और बहुत सारे टेबलेट्स एक साथ लेने के कारण उन्हें इसकी कीमत भी कम चुकानी पड़ती है।"
mov_496,उनकी मासूमियत और संलग्नता प्रशंसनीय है।
sma_48,"ओएलईडी स्क्रीन, एंड्रायड वीयर, वाटर रस्सिटेंस आईपी 67 (30 मिनट तक एक मीटर गहरे पानी में रखा जा सकता है) ।"
mob_701,जो अपने अनुमानित मूल्य निर्धारण और तगड़ी विशेषताओं के लिए सबका ध्यान आकर्षित कर रहा था।
tra_714,बीकानेर यात्रा में राकेश के साथ लडेरा गाँव स्थित मरुभूमि महोत्सव देखने का कार्यक्रम बनाया गया था।
tab_277,टेबलेट के दोनों तरफ लगे स्पीकर इसे एक मज़ेदार उपकरण बनाते है।
mob_103,इसकी बैटरी लाइफ काफ़ी अच्छी है।
app_24,प्रतिस्पर्धियों पर भारी पड़ने के लिए वॉयस और वीडियो कॉल्स की जरूरत है।
mov_474,संक्षिप्त साक्ष्यों के आधार पर विभु पुरी ने शिवकर तलपड़े की कथा बुनी है।
tra_613,सूफी संत ख्वाजा मोइउद्दीन चिरती की दरगाह पर हर साल उर्स का आयोजन होता है।
mov_58,पहले सहयोगी कलाकारों की बातें कर लें।
lap_199,बैटरी बेंचमार्क टेस्ट में विवोबुक एफ202ई की बैटरी लाइफ 148 मिनट रही।
tra_131,यहां की कला और हस्तशिल्प की भव्यय विरासत तथा रंग बिरंगे त्यौहार प्रकृति की अपार शक्ति में लोगों के विश्वास को दर्शाता है।
mov_326,आप इन सभी बातों से बोर होने ही वाले होते हैं कि इतने में इन कारों पर ड्रोन से मिसाइले दागी जाती है।
tra_486,पर्वतीय स्थल खंडाला का नाम किसी भी पर्यटक सूची में सबसे पहले होता है।
lap_443,ये टू इन वन डिवाइस बिना कीपैड के टैबलेट की तरह काम करता है और कीपैड लगे होने पर ये लैपटॉप की तरह काम कर सकता है।
cam_126,कंपनी ने इस कैमरे में 79 ऑटोफोकस टिटेक्शन 15 करोड़ प्वाइंट्स के साथ दिया है।
sma_93,कीमत 45 डॉलर है।
tra_472,नीलगिरि या नीले पर्वतों में बसा ऊटी दक्षिण भारत के सबसे प्रमुख हिल स्टेशनों में से एक है।
mov_489,कलाकारों में आयुष्मान खुराना ने शिवकर तलपड़े की चंचलता और सनकी मिजाज को पकडऩे की अच्छी कोशिश की है।
app_183,"एक चीज जो कि सबसे जरूरी है, वह है बेहद तेज इंटरनेट कनेक्शन, जिसका ग्लोबल सर्वर से लगातार गेम डाटा अपलोड और डाउनलोड करने के लिए इस्तेमाल किया जाता है, जहां आप दुनियाभर के प्लेयर्स के साथ प्रतिस्पर्द्धा करते हैं।"
tab_762,फिजिकल वॉल्यूम का अभाव है।
tab_903,"पिक्चर को क्रॉप और रोटेट करने के साथ शेयरिंग और एडिटिंग, लेवल सेट करना, रेड आई को हटाना, इफेक्ट डालना और भी बहुत कुछ आसान है।"
tab_473,लेकिन कम रोशनी में इसके कैमरे के परफॉरमेंस में काफी गिरावट आ जाती है।
mov_587,"डैनी डैंजोग्पा, मधुरिमा तुली, मुरली शर्मा, सुशांत सिंह, जमील खान और अनेक अपिरिचित चेहरे अपने अभिनय से किरदारों को विशेष रंग देने के साथ विश्वसनीय बनाते हैं।"
tab_780,टैबलेट में 1.2 गीगाहर्टज का एक्सर्वस्ट प्रोसेसर (GHz xburst processor) लगा है  जो कि परफार्मेंस के मामले में बहुत ज्यादा तेज अनुभव तो नहीं देता है  पर ठीक काम करता है।
tab_228,"नेक्सस 7 में प्रोजेक्ट बटर फीचर है , जो इस टेबलेट के रिस्पोंस में काफी सुधार करता है।"
tra_663,कुंभ के महान जन समूह में शामिल होने के अलावा इलाहाबाद में आपको भारतीय धर्म और संस्कृति के बारे में जानने का अवसर मिलेगा।
mob_1360,"रेडमी 1एस से अलग, ज़ेडटीइ ने ओजीएस तकनीक का प्रयोग किया है, जो वी5 को रेडमी 1एस से अच्छे व्यूवींग ऐंगल्स प्रदान करता है।"
mob_770,"टोनिनी लेम्बोर्गिनी 88 टौरी आसानी से आप के लिए देढ़ दिन तक चलेगी, जो किसी भी स्मार्टफोन के लिए अच्छा है।"
sma_76,कीमत 250 डॉलर है।
mov_367,दर्शन कुमार ने अपने चरित्र को पूरी क्रूरता के साथ निभाया है।
tab_655,इसके साथ 1 साल के लिए ऑफिस 365 और 1 टेबराबाइट वन ड्राइव स्टोरेज फ्री में दिया जा रहा है।
app_88,लंबा और घुमावदार हस्ताक्षर करने वालों के लिए भी यहां अपना हस्ताक्षर ड्रॉ करना परेशानी भरा हो सकता है।
lap_310,इसमें तीन यूएसबी पोर्ट और मेमोरी कार्ड रीडर के साथ फुल ईथरनेट पोर्ट और एचडीएमआई आउट दिया गया है।
app_49,"इसकी स्ट्रीमिंग की क्वालिटी बहुत हद तक आपके इंटरनेट कनेक्शन पर निर्भर करता है, और हर चीज सुव्यस्थित होने के कारण, टीवी चैनल बिल्कुल सही ढंग से देखे जा सकते हैं।"
app_76,इंस्टाबाउंस पर विशेष छूट भी मिलेगी।
mov_101,जब इस बात की घोषणा पहली बार की गई थी तो दर्शकों को बताया गया कि यह फिल्म एक वैज्ञानिक पर आधारित है।
tra_70,"मगर, इस तरफ कोई ध्यान नहीं दिया जा रहा।"
tab_237,"नेक्सस 7 पर मूवी देखना काफी अच्छा अनुभव रहता है , जब तक कि आपके पीछे कोई लाइट ना जल रही हो क्योंकि इसका स्क्रीन अत्यधिक रिफ्लेक्टिव है।"
sma_104,डिवाइस IP67 सर्टिफिकेशन मिला हुआ है इसलिए इस डिवाइस को पानी से काई खतरा नही है।
mob_343,इसमें 4.8 इंच की सुपरअमोलेड डिस्पले स्क्रीन लगी है।
mob_467,इसे 'सुपरफोन' का दर्जा दिया गया है क्योंकि इसमें कुछ ऐसे फीचर्स हैं जो अन्य किसी भी फोन में नहीं हैं मसलन इस फोन की स्क्रीन आपकी आंखों की पुलतियों हरकत को पढ़कर उस की सहूलिसत के हिसाब से काम करेगी।
cam_141,"इसमें 11 प्रेसेट सीन मोड्स, चार पिक्चर इफेक्ट्स तथा आठ फेस फ्रेम दिए गए हैं।"
tab_478,"भारी इस्तेमाल करने वालों के लिए नेक्सस 7 एक बेहतर विकल्प है , क्योंकि इस टेबलेट में बढ़िया डिस्प्ले और ज्यादा शक्ति है।"
hom_45,इसमें ज्यादा फ्रिज को निशाना बनाया गया है।
mov_403,शायद ही कोई और उनके जैसी खूबसूरती व सादगी से इस भूमिका को निभा पाता।
mov_700,उम्र बढऩे के साथ लोकप्रियता और कामयाबी बरकरार रखने के लिए अजय देवगन ने अपनी सोच-समझ को ताक पर रख दिया है।
mob_236,साथ ही बैटरी बैकअप के लिहाज से काफी अच्छा डिवाइस है।
mob_356,वहीं सेल्फी और वीडियो कॉलिंग के लिए 2 एमपी कैमरा फ्रंट में दिया गया है।
cam_39,ऑटो व्हाइट बैलेंस हर सिचुएशन में अच्छा काम करता है और इसपर अच्छी पिक्चर का भरोसा आप कर सकते।
mob_663,"माना कि सुर्खियों के पीछे Xiaomi की हर मंगलवार होने वाली Online Flash Sale वाली मार्केटिंग स्ट्रैटजी का अपना हाथ है, पर इस बात को भी नकारा नहीं जा सकता कि Xiaomi के स्मार्टफोन, क्वालिटी के मामले में घटिया कतई नहीं है।"
tra_169,एलिफेंटा की गुफाएं-मुंबई के समुद्र तट से करीब दस किलोमीटर दूरी पर स्थित एलिफेंटा की गुफाएं विश्वविख्यात हैं।
cam_7,कई अच्छे फीचर्स के साथ इसकी इमेज की क्वालिटी भी बेहद अच्छी है।
sma_27,एक घड़ी के लिहाज से देखा जाए तो इस डिवाइस की डिजाइन काफी अच्‍छी है।
tab_1222,"हमारे द्वारा अभी रिव्यू किए गए iBerry Ausus A02 के मुकाबले, यह टैबलेट थोड़ा धीमा लेकिन 3,500 रुपये सस्ता भी है।"
tab_645,यह एक वॉयस कॉलिंग फीचर्स वाला टेबलेट जो स्मार्टफोन का काम भी करता है।
mob_98,इस स्मार्टफोन की सबसे खास बात ये है कि कम कीमत होने के बावजूद इसमें जबरदस्त फीचर्स दिए गए हैं।
tra_617,अजमेर शहर के बीच बनी यह सुंदर कृतिम झील यहां का सबसे रमणीक स्थल है।
tra_575,उत्सव पूरे दिन पर चलता रहता है और भगवान शिव व मां पार्वती की एक विशेष विवाह समारोह आयोजित होता है।
mob_48,यूरेका श्याओमी के रेडमी नोट को कई मामलों में एकदम टक्कर देता है।
tab_130,"वाई-फाई, ब्लूटूथ है।"
mov_57,आप दत्तो और दत्तोे के साथ मनु और राजा अवस्थीन के संयोगों पर यकीन करने लगते हैं।
cam_66,साइज में छोटे सा दिखने वाला कैनन के इस कैमरे में 8 एक्‍स जूम दिया गया है साथ में दो फिजिकल मोड मौजूद हैं।
mov_152,इस फिल्म में हमें पता होता है कि हीरो की जीत होने वाली है और विलेन हारने वाला है।
tab_191,इसलिए अगर यह टेबलेट पानी में भीग भी जाये तो आपको चिंता करने की ज़रूरत नहीं है।
tab_945,कुल मिलाकर टैबलेट देखने में मजबूत लगता है  जबकि डिसप्ले के चारों ओर का उभरा हुआ प्लेटफार्म डिसप्ले पर किसी तरह का सक्रैच आने से रोकेगा तथा कुछ हद तक उसकी सुरक्षा भी करेगा।
tab_1241,इस डिवाइस में 4GB की इंटरनल मेमोरी दी गई है।
mov_705,"सस्पेंस, थ्रिलर, रोमांस और सेक्स को मसालों की तरह इस्तेमाल करती 'जिद' एक जर्मन फिल्म की रीमेक है।"
lap_323,"इसमें विंडोज 8 (64-बिट) ऑपरेटिंग सिस्टम है, लेकिन अच्छी बात ये है कि इसमें बहुत सीमित प्रीलोडेड सॉफ्टवेर दिए गए हैं जिससे मशीन बोझिल नहीं होती।"
tab_600,"इसके स्पीकर की आवाज़ पहले से ज्यादा तेज़ है ,  इसकी बैटरी लाइफ काफी अच्छी है , और यह लगभग पहले के आईपैड के बराबर है।"
lap_167,सामान्य इस्तेमाल की दशा में जेड500 की बैटरी 3 घंटे से भी कुछ ज्यादा तक चल सकती है।
tab_829,लेकिन चूंकि तभी दिल्ली में बारिश शुरू हो जाने से मौसम ठंडा हो गया तो ऐसा लगा कि टैबलेट भी आराम से चलने लगी।
tra_137,जाइरो पौधों और जन्तुओं के मामले में काफी धनी है तथा अपनी विविधता की वजह से प्रकृति प्रमियों के लिए आदर्श स्थान बनी हुई है।
tab_871,स्क्रीन हालांकि बहुत ब्राइट नहीं है  लेकिन यह अच्छी कलर रेंडेरिंग और शार्पनेस लेवल प्रदान करती है।
tra_139,वहां के लोग खेतो के अलावा हस्तशिल्प तथा हैन्डलूम उत्पादों को बनाकर अपना जीवनयापन करते हैं।
mov_328,केवल एक बात ही है जो इस फिल्म के लिए बुरी है और वो ये कि यह 3डी है।
app_158,हालांकि हम यह जानते हैं कि गूगल मैप्स सूचनाएं बेहतर तरीके से मुहैया कराता है लेकिन हर वक्त जानकारी सही नहीं होती।
mob_57,हमारे मुताबिक इसका कैमरा एकदम बढ़िया निकला! इससे ली गई तस्वीरों की इमेजेस बेहतरीन थीं।
mob_596,Yu Yuphoria दिखने के मामले में आपको निराश नहीं करेगा।
mov_333,"निर्देशक जैगम इमाम ने अपने ही लिखे उपन्यास 'दोजख' पर बनाई है यह फिल्म और इसका टाइटल भी इसके नाम पर ही रखा है, दोजख : इन सर्च ऑफ हेवेन।"
mov_490,कहीं-कहीं वे किरदार से बाहर निकल जाते हैं।
mob_1452,लूमिया 1020 के पास सबसे अच्छा स्मार्टफोन कैमरा था और लूमिया 520 का बजट लोगों की पहुंच के मुताबिक था।
mov_428,श्रीराम राघवन ने बदले की रोमांचक फिल्म को नया ट्विस्ट दे दिया है।
mob_397,लेकिन किफायती कीमत के कारण इसमें शायद कंपनी ने कई सुविधाएं नहीं दी हैं।
mov_609,"पुलकित सम्राट के अभिनय में सलमान खान की छाया खटकती है, हालांकि उन्होंने अपने अंदाज और अदायगी पर मेहनत की है।"
app_192,डाउनलोड करने के हिसाब से देखें तो साइज खास बड़ा है।
mob_1307,"उसके व्यूविंग ऐंगल्स अच्छे हैं और स्मूद टच प्रस्तुत करता है, लेकिन संवेदनशीलता उम्मीद के हिसाब से नहीं है और कई बार फोन कुछ टच इनपूटों को नज़रअंदाज करता दिखता है।"
mov_869,न्होंने अभिनय में संयम और शिष्टता का परिचय दिया है।
mob_525,इस मामले में यू यूरेका में काफी कुछ पसंद आने योग्य है।
mov_582,एक्शन दृश्यों में उनकी गति और स्फूर्ति उल्लेखनीय है।
mov_622,'तेवर' में निर्देशक अमित रवींद्रनाथ शर्मा ने अर्जुन कपूर और सोनाक्षी सिन्हा को पारंपरिक मसाला फिल्म के ढांचे में ही कुछ नया कर दिखाने के अवसर दिए हैं।
lap_435,"इसे नया wedge शेप दिया गया है, जो ठोस एल्युमिनियम का है।"
mob_558,हालांकि वन में तस्वीरे और भी खराब होती थी और यू उन्हें उतना अंडरसॅच्यूरेटेड नहीं करता।
mov_318,इन फिल्मों में कोई मजबूत कहानी नहीं थी मगर स्टंट के भरोसे फिल्म चल रही थी।
tab_91,इस टेबलेट में नीचे के हिस्से में दाहिनी तरफ एस पेन भी दिया गया है।
tab_594,हलांकि इसके रियर कैमरे से बहुत अच्छे और स्पष्ट फोटो नहीं आते।
sma_30,इसके अलावा वॉच के फीचर्स को यूज करने के लिए आपको सिर्फ अपनी डिवाइस की स्‍क्रीन को थोड़ जोर से प्रेस करना होगा।
tab_679,"साथ में 5 मेगापिक्‍सल का रियर कैमरा और 0.3 मेगापिक्‍सल का वीजिए फ्रंट फेसिंग कैमरा दिया गया है , इंटरनेट और वॉयस कॉल करने के लिए टैब में सिम स्‍लॉट बना हुआ है।"
mov_363,"हमें मीरा के पति के व्यवहार बेवकूफाना और गैरजरूरी लगता है, क्योंकि हम कहानियों और फिल्मों में भी मुश्किलों के लिए तैयार नहीं हैं।"
tra_386,भगवान श्री बैद्यनाथ च्योतिर्लिग का मंदिर जिस स्थान पर अवस्थित है उसे बैद्यनाथ धाम कहा जाता है।
mov_796,फिल्म की यूएसपी उसका इमोशनल कार्ड है।
mob_213,सफेद व ब्लू रंग में उपलब्ध प्लास्टिक बैक क्वालिटी फीलिंग देता है हालांकि मेटल या लकड़ी जितनी बढिय़ा नहीं है।
mov_21,यह देख लगता है कि फिल्ममेकर ने क्या सोचकर फिल्म बनाई।
tra_355,यह प्राकृतिक दृष्टि से एक खूबसूरत स्थान है।
mov_115,इस रीमेक की खास बात यही है कि यह मूल फिल्म से बहुत दूर है।
mob_805,13 मेगापिक्सल कैमरा के बावजूद पिक्चकर क्वालिटी साधारण है।
mob_491,इस फोन में एक साथ फ्रंट और रियर कैमरा का इस्तेमाल किया जा सकता है जो सुविधा कई अन्य एंड्रायड फोन  में उपलब्ध नहीं है।
tab_948,आईटैब में 512 एमबी की मेमोरी लगी है   इसका यह प्रोसेसर और रैम का संयोजन इसे एंड्रायड 4.0 आईसीएस अपग्रेड के लिए उपयुक्त बनाता है।
mob_1393,"यह निश्चित तौर पर कार्बन का अबतक का सबसे अच्छा दिखनेवाला स्मार्टफोन है, टाइटेनियम ओक्टेन प्लस यह प्लास्टिक ढाँचे के बावजूद कुल मिलाकर मजबूत बनावटवाला स्मार्टफोन है।"
mob_711,मेन्यू और होमस्क्रीन पर स्क्रॉलिंग स्मूथ है और किसी भी समय मल्टिटास्कींग करते हुए स्मार्टफोन धीमा नहीं होता।
hea_24,जिसे एक बेहतर सील और यह बताने की जरूरत नहीं कि बेहतर आइसोलेशन होता है।
tab_60,"एसफाल्ट 8 खेलते हुए, 1080पी मूवी देखते हुए या यहां तक कि गूगल डॉक्स पर यह रिव्यू लिखते हुए भी कहीं कोई समस्या नहीं है।"
mob_30,कम रोशनी में भी इसका कैमरा अच्छी एचडीआर इमेज लेता है।
tab_361,"आईबॉल ने अपने कम कीमत के विंडोज 8.1 स्लाइड i701 से पहले भी एक विंडोज टेबलेट लॉन्च किया था, WQ149 जिसकी कीमत Rs 24,999 थी।"
app_202,"इस गेम को आप ठीक तरह से खेल पाएं, इसमें कुछ वक्त लगता है।"
mob_965,"रंट के उपरी भाग में एक्सपीरिया जेड कॉम्पैक्ट ठीक जेड1 कॉम्पैक्ट की तरह दिखता है, हालांकि नजदीक से देखने पर आप पायेंगे कि डिस्प्ले का साइज अधिक है।"
mov_304,समुचित मेकअप और कॉस्ट्यूम से उनका किरदार निखरता है।
hom_69,"यह डोंगल HDMI पोर्ट के साथ आ रहा है, और यह सीधे आपके टीवी और प्रोजेक्टर से जुड़ सकता है।"
tra_362,भीड़ भरे जगह से दूर यहां अपूर्व शांति है।
tab_362,"यह 2-in-1 हाइब्रिड टेबलेट मैग्नेटिक पोगो पिन कीबोर्ड के साथ आया था, जिसमें एक समेकित टचपैड भी था।"
tra_144,आजादी के बाद यहां पर अरूणाचल प्रदेश के पहले प्रशासनिक केन्द्र की स्थापना की गई थी।
mob_787,हमें कैमरे को लेकर आशा थी कि शायद इस बार कंपनी थोड़ा बदलाव करे लेकिन ऐसा कुछ दिखा नहीं।
tra_103,शीतकालीन पर्यटन को बढ़ावा देने में नेहरू पर्वतारोहण संस्थान (निम) भी मदद करेगा।
tab_316,"हमारे लगातार वीडियो प्लेबैक टेस्ट में जिंक क्वाड 8 बहुत आसानी से 8 घंटे तक चल जाता है , जो कि काफी अच्छा है।"
mob_993,औसत परफॉर्मंस है।
tra_53,इस आइडिया को नवंबर 1983 में यूनेस्को के 22वें सेशंस में भी अनुमोदन कर दिया गया।
mob_643,"कम दाम में 4G Connectivity, Android 5.0 Lollipop है।"
tra_73,"वहीं, संसद की पर्यावरण संबंधी स्थायी समिति ने भी निरीक्षण कर उसके पीले पडऩे पर मुहर लगा दी है।"
mov_13,अर्नाल्ड इस बार बहुत ही सीरियस किरदार में है।
mov_355,"फिल्म में हिंसा है, लेकिन वह फिल्म की थीम के मुताबिक अनगढ़, जरूरी और हिंसक है।"
tab_55,हालांकि इसमें फिंगरप्रिंट मैग्नेट का प्रयोग किया गया है  और यह थोड़ा रिफ्लेक्टिव भी है।
tel_112,डांसिंग लाइट से डिस्ट्रैक्ट हो रहे हैं तो स्टेटिक पर शिफ्ट कर सकते हैं।
mob_271,जेनफोन 5 काफी 'सिम्पल' है लेकिन इसके बावजूद भी आप डिवाइस से ऊबेंगे नहीं क्योंकि आप बारी-बारी से इसके बैक कवर को बदलकर इसकी लुक बदल सकते हैं।
tab_1049,"गेमिंग के दौरान, टैबलेट थोड़ी गरम होने लगती है  और इसका बायां हिस्सा खासतौर पर गरम हो जाता है  क्यूंकि प्रोसेसर यहीं लगा है , इससे परफार्मेंस में कोई बदलाव नहीं होता।"
cam_26,इंट्री लेवल के लिए अपने प्रतियोगियों के मुकाबले के-500 ज्यादा लाभकारी प्रीमियम नजर आता है।
tra_438,"पटनीटॉप अन्य गतिविधियों जैसे गोल्फ, पैराग्लाइडिंग, एरो स्पोर्ट्स, घुड़सवारी और फोटोग्राफी के लिए भी उपयुक्त है।"
mov_479,"हां, सेट आकर्षक हैं, पर सब कुछ बहुत ही घना और भव्य है।"
mob_152,डिसप्ले स्वाभिक रूप से 1280x768 पिक्सल रेजोल्युशन को सपोर्ट करता है और इस प्रकार से 332 पिक्सल प्रति इंच की पिक्सल घनत्व की पेशकश करता है।
tab_1117,अगर कनेक्ट हो जाएं तो आराम से चलते हैं।
tra_112,"मुन्नार की खूबसूरती को देखकर ऐसा लगता है, जैसे कि यह धरती का स्वर्ग है।"
mob_270,इसके अलावा इसमें 3.2 मेगापिक्सल का फ्रंट कैमरा है जिससे आप बेहतर सेल्फी क्लिक कर सकेंगे।
tra_540,1974 में स्थापित भारत के सबसे पुराने टाईगर रिजर्व में से एक बेतला राष्ट्रीय पार्क है जिसे पूर्व में पलामू टाईगर रिजर्व के नाम से जाना जाता था।
mob_4,"नए लैपटॉप में पॉवरफुल प्रोसेसर, ग्राफिक सपोर्ट और सुपीरियर क्‍वालिटी का ऑडियो सपोर्ट दिया गया है।"
tra_583,"यहां शिवलिंग का शहद, चंदन, बेलपत्र और फूल से विशेष श्रृंगार किया जाता है।"
sma_278,मोटो 360 साधारण घड़ियों की तरह ही दिखता है।
tel_77,स्मार्टफोन्स की आम डाटा केबल में एक साइड USB होता है और दूसरी तरह HDMI) है।
sma_111,इस प्‍लेयर से आप ब्‍लूटूथ हेडफोन से भी गाने सुन सकते हैं।
mob_733,हमारी नज़र में एक्सपीरिया ज़ेड वन कॉम्पैक्ट उन सबसे बेहतरीन स्मार्टफ़ोन्स में से एक है जिसे आप खरीद सकते हैं।
tra_350,दिल्ली के वेस्ट पंजाबी बाग स्थित ट्रैफिक ट्रेनिंग पार्क में आपको खेल-खेल में रोड सेफ्टी रूल्स के बारे में बताया जाता है।
mov_564,"यह वैसे जांबाज अधिकारियों की कहानी है, जिनके लिए यह कार्य किसी कांफ्रेंस में शामिल होने की तरह है।"
mov_184,"हां, उनका व्यस्क होना जरूरी है।"
mob_839,कैमरे से ली गई तस्वीर अच्छी तो नहीं  है।
mob_1302,पिछला कैमरा 13 मेगा पिक्सल और अगला कैमरा 5 मेगा पिक्सल का है।
tab_914,इस कीमत पर यह टैबलेट वाकई पैसा वसूल है।
tab_540,"इसमें डिस्प्ले के नीचे तीन टच सेंसिटिव बटन बैक, होम और टास्क मेनेजर दिए गए हैं।"
mov_687,अपने कथ्य और संदर्भ के कारण महत्वपूर्ण 'भोपाल : ए प्रेयर फॉर रेन' संगत और वस्तुनिष्ठ दृष्टिकोण के साथ भोपाल गैस ट्रैजेडी का चित्रण करती तो प्रासंगिक और जरूरी फिल्म हो जाती।
mov_269,फिल्म के नायक या मुख्य अभिनेता परेश रावल हैं।
sma_18,लेनोवो ने एक स्‍मार्टवॉच लांच की है जिसमें डबल स्‍क्रीन है जिससे वह अन्‍य स्‍मार्टवॉचेज की तुलना में यूजर्स को ज्‍यादा आउटपुट देने में सक्षम है ।
mob_879,यह भी देखना होगा कि वास्तव में यह फीचर कितने प्रभावी ढंग से लम्बे समय तक काम कर पाता है।
tra_741,"रह गये थे, तो बस छोटे-छोटे झाड़ीनुमा पौधे।"
tab_571,इस टेबलेट के दाहिने हिस्से में पॉवर बटन और वॉल्यूम रॉकर हैं।
lap_13,"बेहतर परफार्मेंस, कम कीमत और जरूरी सॉफ्टवेयर इनबिल्‍ड हैं ।"
mob_40,वैसे यू यूरेका न तो कुछ ज्यादा ही स्लिम है और न ही वजन के मामले में काफी हल्का है।
tab_751,फनबुक प्रो के कुछ सकरात्मक पहलू जिनमें माइक्रोमैक्स इसके साथ टाटा फोटान डोंगल (Tata Photon dongle) को 500 रुपये के कम शुल्क के साथ दे रहा है  जिसमें आपको 2जीबी का मुफ्त डाटा पहले दो महीनों के लिए मिलेगा (प्रत्येक महीने के लिए 1 जीबी)।
mob_495,इंटरनल स्टोरेज 4जीबी की है जिसे माइक्रो एसडी कार्ड से 32 जीबी तक किया जा सकता है।
tab_1236,माइक्रोसॉफ्ट सरफेस 3 में 10.8 इंच की क्लियरटाइप फुल HD प्लस डिस्प्ले स्क्रीन है।
tel_75,"इसी के साथ, स्मार्ट टीवी जो HD क्वालिटी का कंटेंट डिस्प्ले कर सके।"
sma_98,डिवाइस की बॉडी स्‍टेनलैस स्‍टील की बनी हुई है जो इस स्‍मार्टवॉच को एक प्रीमियम लुक देता है।
